Name,Est Dia in M(min),Est Dia in M(max),Close Approach Date,Relative Velocity km per sec,Miss Dist.(kilometers),Orbiting Body,Hazardous
3772396,199.7813652,446.7247133,2003-02-22,14.8070244,43617368,Earth,TRUE
3136736,127.2198785,284.4722965,2003-03-08,3.907159534,30308656,Earth,FALSE
3267065,73.20739893,163.6967205,2003-03-08,12.1624947,30657952,Earth,FALSE
3388356,76.65755735,171.4115092,2003-03-08,14.21475487,61769748,Earth,FALSE
2488615,127.2198785,284.4722965,2003-03-08,3.907159559,30308656,Earth,FALSE
3117468,84.05334021,187.9489824,2003-03-15,11.69094129,16633575,Earth,FALSE
3608622,36.69061375,82.04270649,2003-03-15,20.29146708,53663108,Earth,FALSE
3602933,92.16265485,206.0819612,2003-03-15,5.311141231,15139507,Earth,FALSE
2026379,667.6594135,1492.931834,2003-03-22,19.28973739,27458170,Earth,FALSE
3151655,88.01465209,196.8067451,2003-03-22,14.42068705,1391554.75,Earth,FALSE
3712947,16.0160338,35.8129403,2003-03-22,16.09132375,26778782,Earth,FALSE
3736406,96.50614696,215.7943048,2003-03-22,12.02526552,61132148,Earth,FALSE
3143112,127.2198785,284.4722965,2003-04-08,11.09052841,45604048,Earth,FALSE
3151654,421.2646106,941.9763057,2003-04-08,19.92452594,74531680,Earth,FALSE
3152322,30.51792326,68.24015094,2003-04-08,7.561350983,2373613,Earth,FALSE
3409432,305.1792326,682.4015094,2003-04-08,19.20004118,49483748,Earth,FALSE
3590077,366.9061375,820.4270649,2003-04-08,19.80207432,70939712,Earth,FALSE
3591267,608.9126221,1361.570015,2003-04-08,41.01520491,64586540,Earth,FALSE
2488640,421.2646106,941.9763057,2003-04-08,19.92453552,74531720,Earth,FALSE
3608565,101.0543415,225.9643771,2003-04-08,13.14273235,29012376,Earth,FALSE
2264993,221.0828104,494.3561926,2003-04-15,8.677229717,18279898,Earth,TRUE
2293054,555.3349116,1241.766613,2003-04-15,22.18800479,62078932,Earth,FALSE
2350462,101.0543415,225.9643771,2003-04-15,3.457823165,24626784,Earth,FALSE
3152308,201.6299194,450.8582062,2003-04-15,28.00636182,36232296,Earth,FALSE
3562320,20.16299194,45.08582062,2003-04-15,9.989543473,15638785,Earth,FALSE
3717082,167.7084622,375.0075218,2003-04-15,15.51423398,59492580,Earth,TRUE
2467347,201.6299194,450.8582062,2003-04-15,28.00634951,36232308,Earth,FALSE
3753024,69.91252322,156.3291544,2003-04-15,5.946991274,22220040,Earth,FALSE
3672907,167.7084622,375.0075218,2003-04-15,9.077982332,28132324,Earth,FALSE
2085990,242.4124811,542.0507863,2003-04-22,7.398594695,43677712,Earth,TRUE
3582516,121.4940408,271.6689341,2003-04-22,7.904816096,33823864,Earth,TRUE
3720440,105.8168859,236.6137501,2003-04-22,25.40157658,18181334,Earth,TRUE
3166087,31.95618867,71.45621017,2003-05-08,5.961627373,50066136,Earth,FALSE
3563424,69.91252322,156.3291544,2003-05-08,8.468191154,46765136,Earth,FALSE
3026912,23.15021222,51.76544822,2003-05-08,5.750756257,26250954,Earth,FALSE
3770988,58.15070396,130.028927,2003-05-08,9.390630259,37536336,Earth,FALSE
2171819,581.5070396,1300.28927,2003-05-15,6.012069655,67615136,Earth,FALSE
2455415,152.9519353,342.0109247,2003-05-15,4.294664639,10545659,Earth,FALSE
3376345,22.10828104,49.43561926,2003-05-15,10.71326966,27546496,Earth,FALSE
3563857,101.0543415,225.9643771,2003-05-15,11.72606718,19346408,Earth,FALSE
3763268,15.29519353,34.20109247,2003-05-15,18.47969696,46930544,Earth,FALSE
2141484,1394.938229,3119.176705,2003-05-22,10.85238066,46779844,Earth,FALSE
3036363,48.36764882,108.1533507,2003-06-08,8.594661363,22684586,Earth,FALSE
3182829,305.1792326,682.4015094,2003-06-08,17.38248952,32056584,Earth,FALSE
3276601,221.0828104,494.3561926,2003-06-08,14.07207602,31943122,Earth,FALSE
3560773,183.8886721,411.187571,2003-06-08,25.29297583,61319348,Earth,FALSE
3634713,13.32155667,29.78790628,2003-06-08,14.92573799,40403832,Earth,FALSE
3669253,441.1182,986.3702813,2003-06-08,13.56000314,6688478.5,Earth,TRUE
3735678,58.15070396,130.028927,2003-06-08,16.53862842,68795944,Earth,FALSE
3764726,16.77084622,37.50075218,2003-06-08,5.210248901,26760848,Earth,FALSE
2488803,221.0828104,494.3561926,2003-06-08,14.07207702,31943132,Earth,FALSE
3275512,265.8,594.3468684,2003-06-15,16.32622933,71927856,Earth,TRUE
3409961,152.9519353,342.0109247,2003-06-15,11.46687046,8981903,Earth,TRUE
3529626,19.25550782,43.05662442,2003-06-15,14.37247573,22536518,Earth,FALSE
3619726,73.20739893,163.6967205,2003-06-15,4.926932859,52692232,Earth,FALSE
3715468,5.553349116,12.41766613,2003-06-15,9.604570904,13987979,Earth,FALSE
2163694,921.6265485,2060.819612,2003-06-22,11.06652895,61358048,Earth,FALSE
2333478,608.9126221,1361.570015,2003-06-22,22.58807689,47509464,Earth,FALSE
3552671,231.5021222,517.6544822,2003-06-22,19.46560804,74620848,Earth,FALSE
3735654,55.53349116,124.1766613,2003-06-22,19.04974801,50950388,Earth,FALSE
3528338,133.2155667,297.8790628,2003-07-08,17.38454832,65600692,Earth,FALSE
3684009,183.8886721,411.187571,2003-07-08,9.566859573,34714076,Earth,FALSE
2009202,1756.123185,3926.810818,2003-07-15,26.26278025,67479904,Earth,FALSE
2066251,1108.038821,2477.650126,2003-07-15,1.762249328,60572136,Earth,FALSE
3542555,133.2155667,297.8790628,2003-07-15,12.81692816,20674518,Earth,FALSE
3773058,4.915355989,10.99107013,2003-07-15,7.751716325,8998057,Earth,FALSE
3776278,135.8798243,303.8365239,2003-07-15,9.679310488,40135208,Earth,TRUE
3337713,366.9061375,820.4270649,2003-07-22,20.12099352,69821488,Earth,FALSE
3465534,60.89126221,136.1570015,2003-07-22,12.71220974,11855450,Earth,FALSE
3616348,84.05334021,187.9489824,2003-07-22,18.42098897,61704260,Earth,FALSE
2068347,278.3267681,622.3575734,2003-08-08,9.37626752,67095564,Earth,TRUE
2393569,231.5021222,517.6544822,2003-08-08,7.402589777,33877264,Earth,FALSE
3292011,60.89126221,136.1570015,2003-08-08,4.120224846,70523144,Earth,FALSE
3748472,11.08038821,24.77650126,2003-08-08,2.608256041,12762400,Earth,FALSE
2406952,965.0614696,2157.943048,2003-08-15,33.84184562,67176392,Earth,FALSE
3157333,483.6764882,1081.533507,2003-08-15,5.69908862,51970036,Earth,FALSE
3158115,80.27031673,179.4898848,2003-08-15,9.092899876,15802181,Earth,FALSE
3532365,146.0679643,326.6178974,2003-08-15,10.62790278,73047712,Earth,FALSE
3150768,33.46223745,74.82383761,2003-08-15,9.159068209,26278520,Earth,FALSE
2242187,699.1252322,1563.291544,2003-08-22,4.756550156,43042004,Earth,FALSE
3156300,732.0739893,1636.967205,2003-08-22,7.24183258,56552432,Earth,FALSE
3423321,88.01465209,196.8067451,2003-08-22,9.879924361,13318350,Earth,FALSE
2468448,732.0739893,1636.967205,2003-08-22,7.241799458,56552644,Earth,FALSE
3600242,278.3267681,622.3575734,2003-09-08,39.29758574,74320944,Earth,TRUE
3763547,8.027031673,17.94898848,2003-09-08,12.89240914,60266052,Earth,FALSE
3773650,133.5841639,298.7032712,2003-09-08,18.08337044,72124424,Earth,FALSE
2357439,366.9061375,820.4270649,2003-09-15,12.16814802,58535068,Earth,TRUE
3160726,13.32155667,29.78790628,2003-09-15,10.90719432,1528530.875,Earth,FALSE
3347493,23.15021222,51.76544822,2003-09-15,15.55889786,50239380,Earth,FALSE
3428255,69.91252322,156.3291544,2003-09-15,16.24415459,16568694,Earth,FALSE
3608618,291.4439045,651.6883822,2003-09-15,36.23878292,62911212,Earth,TRUE
3757424,101.0543415,225.9643771,2003-09-15,10.08541097,49276908,Earth,FALSE
2369986,201.6299194,450.8582062,2003-09-22,18.55462983,35325576,Earth,FALSE
2418198,421.2646106,941.9763057,2003-09-22,17.52292207,45836112,Earth,FALSE
2459462,265.8,594.3468684,2003-09-22,14.55183371,58636648,Earth,FALSE
3157482,334.6223745,748.2383761,2003-09-22,14.87159715,67337200,Earth,FALSE
3158123,201.6299194,450.8582062,2003-09-22,13.61263853,18043472,Earth,FALSE
3253645,38.41978911,85.90926012,2003-09-22,19.02101083,51582424,Earth,FALSE
3323933,319.5618867,714.5621017,2003-09-22,41.11112845,71481008,Earth,FALSE
3160850,291.4439045,651.6883822,2003-09-22,12.49584872,19324200,Earth,TRUE
2163692,667.6594135,1492.931834,2003-10-08,23.67047315,72643504,Earth,FALSE
3152308,201.6299194,450.8582062,2003-10-08,26.95293565,45217632,Earth,FALSE
3293789,175.6123185,392.6810818,2003-10-08,14.71110598,74514496,Earth,FALSE
3367904,55.53349116,124.1766613,2003-10-08,18.67792929,71378312,Earth,FALSE
3516407,160.160338,358.129403,2003-10-08,19.4757508,43564336,Earth,FALSE
3633139,84.05334021,187.9489824,2003-10-08,12.42702584,36677232,Earth,FALSE
3651205,12.72198785,28.44722965,2003-10-08,21.88246918,66399600,Earth,FALSE
3653519,48.36764882,108.1533507,2003-10-08,19.20529856,60074932,Earth,FALSE
3691160,175.6123185,392.6810818,2003-10-08,3.646679965,56986648,Earth,FALSE
2467347,201.6299194,450.8582062,2003-10-08,26.95292405,45217612,Earth,FALSE
3160847,278.3267681,622.3575734,2003-10-15,4.9054524,41251924,Earth,FALSE
3163746,253.8370294,567.5968529,2003-10-15,30.54738929,18449452,Earth,FALSE
3163760,699.1252322,1563.291544,2003-10-15,36.78115005,61276376,Earth,FALSE
3164412,80.27031673,179.4898848,2003-10-15,9.315995786,29311380,Earth,FALSE
3164413,58.15070396,130.028927,2003-10-22,10.78194022,12420380,Earth,FALSE
2175921,581.5070396,1300.28927,2003-10-22,29.43623792,70191368,Earth,FALSE
3158120,421.2646106,941.9763057,2003-10-22,8.827803983,17770576,Earth,FALSE
3278078,121.4940408,271.6689341,2003-10-22,23.09599483,67825448,Earth,TRUE
3353630,201.6299194,450.8582062,2003-10-22,29.78345356,57033388,Earth,FALSE
3545705,25.38370294,56.75968529,2003-10-22,15.86581839,58427312,Earth,FALSE
3652985,88.01465209,196.8067451,2003-10-22,21.16956575,33863420,Earth,FALSE
3476774,152.9519353,342.0109247,2003-11-08,17.45589022,27129212,Earth,FALSE
3765021,8.801465209,19.68067451,2003-11-08,8.949734099,27035334,Earth,FALSE
3163759,35.03926411,78.35017643,2003-11-15,10.78216672,7133538,Earth,FALSE
3164411,253.8370294,567.5968529,2003-11-15,11.58958381,45054412,Earth,FALSE
3392298,30.51792326,68.24015094,2003-11-15,26.50763433,74260728,Earth,FALSE
3440396,63.76097899,142.5738833,2003-11-15,11.1229122,28941416,Earth,FALSE
3471974,38.41978911,85.90926012,2003-11-15,6.187835242,25228576,Earth,FALSE
3656792,6.089126221,13.61570015,2003-11-15,5.536447668,17140942,Earth,FALSE
3712665,42.12646106,94.19763057,2003-11-15,6.15014964,47854544,Earth,FALSE
2152680,350.3926411,783.5017643,2003-11-22,14.01914531,54885520,Earth,TRUE
2436774,555.3349116,1241.766613,2003-11-22,13.33672568,54814044,Earth,TRUE
3092339,88.01465209,196.8067451,2003-11-22,12.13434301,63166972,Earth,FALSE
3184470,96.50614696,215.7943048,2003-11-22,8.920510153,74706872,Earth,FALSE
3562834,121.4940408,271.6689341,2003-11-22,19.31889343,73117984,Earth,FALSE
3654382,26.58,59.43468684,2003-11-22,12.88709291,17003330,Earth,FALSE
3764822,80.27031673,179.4898848,2003-11-22,12.81213401,21600770,Earth,FALSE
2329437,350.3926411,783.5017643,2003-12-08,6.068827009,36105328,Earth,TRUE
2450259,319.5618867,714.5621017,2003-12-08,8.631520791,58528428,Earth,FALSE
3076547,231.5021222,517.6544822,2003-12-08,10.14134963,28483584,Earth,FALSE
2141498,581.5070396,1300.28927,2003-12-15,17.73066608,61328428,Earth,FALSE
2163899,921.6265485,2060.819612,2003-12-15,18.86550318,64657620,Earth,TRUE
3170203,175.6123185,392.6810818,2003-12-15,8.594495654,3575105,Earth,TRUE
3172328,121.4940408,271.6689341,2003-12-15,3.698820127,72423648,Earth,FALSE
3309828,221.0828104,494.3561926,2003-12-15,19.68974057,68138024,Earth,TRUE
3410534,12.14940408,27.16689341,2003-12-15,20.55719613,69186792,Earth,FALSE
3760889,608.9126221,1361.570015,2003-12-15,26.41589658,71872928,Earth,FALSE
3624059,38.41978911,85.90926012,2003-12-22,15.2870777,24670308,Earth,FALSE
3624741,421.2646106,941.9763057,2003-12-22,35.64278887,57048936,Earth,TRUE
3703545,92.16265485,206.0819612,2003-12-22,24.95512058,50118512,Earth,FALSE
3738552,18.38886721,41.1187571,2003-12-22,19.31154083,54842884,Earth,FALSE
3170210,221.0828104,494.3561926,2004-01-08,14.27813109,51216528,Earth,FALSE
2162004,608.9126221,1361.570015,2004-01-08,15.19945831,51665676,Earth,FALSE
2230111,402.3045798,899.5803882,2004-01-15,11.75575297,8973133,Earth,TRUE
2310442,278.3267681,622.3575734,2004-01-15,9.211980811,29867686,Earth,TRUE
2426082,253.8370294,567.5968529,2004-01-15,11.6354832,56587436,Earth,FALSE
3174196,637.6097899,1425.738833,2004-01-15,37.1742967,42032432,Earth,FALSE
3595775,96.50614696,215.7943048,2004-01-15,15.31152241,24258846,Earth,FALSE
2217013,483.6764882,1081.533507,2004-01-22,21.17165892,64068144,Earth,FALSE
2259221,384.1978911,859.0926012,2004-01-22,38.2699085,43432044,Earth,FALSE
3174184,35.03926411,78.35017643,2004-01-22,9.803431505,7054503,Earth,FALSE
3172332,17.56123185,39.26810818,2004-01-22,3.495770884,1973172.375,Earth,FALSE
3311964,116.0259082,259.4418179,2004-01-22,14.5292242,61035972,Earth,TRUE
3009717,211.1324448,472.1064988,2004-01-22,20.45935568,24304872,Earth,FALSE
3174201,221.0828104,494.3561926,2004-02-08,19.19396819,21931470,Earth,FALSE
3402204,13.94938229,31.19176705,2004-02-08,8.991811654,2591530,Earth,FALSE
3740342,110.8038821,247.7650126,2004-02-08,14.61345884,51309612,Earth,FALSE
2455176,201.6299194,450.8582062,2004-02-08,35.23105131,47014092,Earth,TRUE
3763621,305.1792326,682.4015094,2004-02-08,12.03476772,47754436,Earth,FALSE
3172317,35.03926411,78.35017643,2004-02-15,8.06410968,8909012,Earth,FALSE
2163818,555.3349116,1241.766613,2004-02-15,8.448343656,36433692,Earth,TRUE
3174203,350.3926411,783.5017643,2004-02-15,33.59908447,51283632,Earth,FALSE
3176186,192.5550782,430.5662442,2004-02-15,14.91793452,21708708,Earth,TRUE
3753079,16.0160338,35.8129403,2004-02-15,16.54337678,46657784,Earth,FALSE
3754384,23.15021222,51.76544822,2004-02-15,4.427004805,26800898,Earth,FALSE
3713303,242.4124811,542.0507863,2004-02-15,23.30861602,62851940,Earth,FALSE
3160731,121.4940408,271.6689341,2004-02-22,7.989241577,32587680,Earth,FALSE
3172318,334.6223745,748.2383761,2004-02-22,13.20401443,54332276,Earth,FALSE
3174216,366.9061375,820.4270649,2004-02-22,15.10471142,25208886,Earth,FALSE
3276398,101.0543415,225.9643771,2004-02-22,6.398311958,33663012,Earth,FALSE
3358522,133.2155667,297.8790628,2004-02-22,9.985247217,53524356,Earth,TRUE
3448993,146.0679643,326.6178974,2004-02-22,13.60155695,68413736,Earth,TRUE
3508131,76.65755735,171.4115092,2004-02-22,14.49623287,26946582,Earth,FALSE
3744562,8.405334021,18.79489824,2004-02-22,17.04816866,61069528,Earth,FALSE
2474451,121.4940408,271.6689341,2004-02-22,7.989230666,32587688,Earth,FALSE
3736807,8.801465209,19.68067451,2004-02-22,7.750614604,44228032,Earth,FALSE
2085989,1010.543415,2259.643771,2004-03-08,16.13292899,70818528,Earth,TRUE
2088188,1677.084622,3750.075218,2004-03-08,6.324643755,37229348,Earth,FALSE
2411165,116.0259082,259.4418179,2004-03-08,23.60479925,46225072,Earth,TRUE
3293831,12.14940408,27.16689341,2004-03-08,13.60425504,55362588,Earth,FALSE
3370167,139.4938229,311.9176705,2004-03-08,21.73828966,38954120,Earth,TRUE
3557958,24.24124811,54.20507863,2004-03-08,10.05174451,40597768,Earth,FALSE
3704145,80.27031673,179.4898848,2004-03-08,10.45135617,58673028,Earth,FALSE
3778076,57.32644051,128.1858179,2004-03-08,17.25498099,34831240,Earth,FALSE
2271480,802.7031673,1794.898848,2004-03-15,18.28392722,9859714,Earth,FALSE
3082930,133.2155667,297.8790628,2004-03-15,15.4989849,6397248.5,Earth,TRUE
3177201,42.12646106,94.19763057,2004-03-15,4.036852892,1968957.875,Earth,FALSE
3250193,139.4938229,311.9176705,2004-03-15,33.62445997,66422476,Earth,FALSE
3445544,31.95618867,71.45621017,2004-03-15,15.42042304,51737624,Earth,FALSE
3579748,60.89126221,136.1570015,2004-03-15,16.6507562,42516900,Earth,FALSE
3627115,160.160338,358.129403,2004-03-15,23.48050936,42267220,Earth,FALSE
3648632,44.11182,98.63702813,2004-03-15,10.46403189,34201028,Earth,FALSE
3177216,33.46223745,74.82383761,2004-03-22,10.82861928,3919264,Earth,FALSE
2141526,278.3267681,622.3575734,2004-03-22,15.76561169,49873784,Earth,FALSE
2141531,402.3045798,899.5803882,2004-03-22,18.16556026,42442772,Earth,FALSE
2267940,231.5021222,517.6544822,2004-03-22,12.21915067,44080332,Earth,FALSE
3177211,160.160338,358.129403,2004-03-22,11.84581267,69932176,Earth,FALSE
3177208,36.69061375,82.04270649,2004-03-22,6.915753974,5967348.5,Earth,FALSE
3378868,253.8370294,567.5968529,2004-03-22,8.037598685,59555428,Earth,FALSE
3760542,50.64714588,113.2504611,2004-03-22,6.582784627,57387036,Earth,FALSE
3771800,25.36033445,56.70743175,2004-03-22,10.9452561,12919824,Earth,FALSE
2393569,231.5021222,517.6544822,2004-04-08,9.632687499,60051916,Earth,FALSE
3177177,88.01465209,196.8067451,2004-04-08,9.771459193,8642737,Earth,FALSE
3180148,334.6223745,748.2383761,2004-04-08,31.69736289,41753000,Earth,FALSE
3387458,105.8168859,236.6137501,2004-04-08,24.20310495,54599128,Earth,TRUE
3716434,10.10543415,22.59643771,2004-04-08,6.054672453,25461966,Earth,FALSE
3738932,6.676594135,14.92931834,2004-04-08,16.1767707,61543092,Earth,FALSE
3745056,152.9519353,342.0109247,2004-04-08,7.812768807,50910128,Earth,FALSE
2474585,334.6223745,748.2383761,2004-04-08,31.69735695,41753000,Earth,FALSE
3182184,23.15021222,51.76544822,2004-04-15,3.673282006,15083157,Earth,FALSE
3064315,73.20739893,163.6967205,2004-04-15,10.60107441,23907306,Earth,FALSE
3160748,4.023045798,8.995803882,2004-04-15,13.20932454,56849600,Earth,FALSE
3634347,192.5550782,430.5662442,2004-04-15,11.09808621,66860740,Earth,FALSE
3667139,50.64714588,113.2504611,2004-04-15,12.42714265,17718382,Earth,FALSE
3733264,8.801465209,19.68067451,2004-04-15,15.34661016,70535552,Earth,FALSE
3736681,152.9519353,342.0109247,2004-04-15,21.75428349,32431646,Earth,FALSE
3773991,285.4663858,638.3222439,2004-04-15,29.18786311,37582244,Earth,FALSE
3180179,50.64714588,113.2504611,2004-04-22,8.495316053,15072814,Earth,FALSE
2434313,350.3926411,783.5017643,2004-04-22,8.747888036,38720612,Earth,FALSE
3638380,146.0679643,326.6178974,2004-04-22,12.07096114,33957616,Earth,TRUE
2089136,242.4124811,542.0507863,2004-05-08,4.09988061,4263369.5,Earth,TRUE
2222073,637.6097899,1425.738833,2004-05-08,18.53261464,66055940,Earth,FALSE
2387816,334.6223745,748.2383761,2004-05-08,9.997505947,22615394,Earth,FALSE
3523944,55.53349116,124.1766613,2004-05-08,8.435744014,16242595,Earth,FALSE
3661493,146.0679643,326.6178974,2004-05-08,21.23476262,65547812,Earth,TRUE
2010563,1160.259082,2594.418179,2004-05-15,35.21092827,32739210,Earth,FALSE
2154631,637.6097899,1425.738833,2004-05-15,15.52920773,36844100,Earth,FALSE
2164120,402.3045798,899.5803882,2004-05-15,13.5048829,34643084,Earth,FALSE
3387092,80.27031673,179.4898848,2004-05-15,9.689680499,49485168,Earth,FALSE
3299947,146.0679643,326.6178974,2004-05-22,25.45795535,66800576,Earth,TRUE
3702705,211.1324448,472.1064988,2004-05-22,18.54348048,32406610,Earth,FALSE
3184158,53.03407233,118.5877909,2004-06-08,11.11034648,12733953,Earth,FALSE
2351278,461.9074603,1032.856481,2004-06-08,20.59928252,68700256,Earth,FALSE
3172322,33.46223745,74.82383761,2004-06-08,6.296730164,37052472,Earth,FALSE
3591641,33.46223745,74.82383761,2004-06-08,17.13845893,71348040,Earth,FALSE
3673918,33.46223745,74.82383761,2004-06-08,2.065070772,35401476,Earth,FALSE
3184154,24.24124811,54.20507863,2004-06-15,9.108125312,5463677.5,Earth,FALSE
3154513,152.9519353,342.0109247,2004-06-15,19.0215815,45492076,Earth,FALSE
3184470,96.50614696,215.7943048,2004-06-15,8.695490769,3899950,Earth,FALSE
3398655,55.53349116,124.1766613,2004-06-15,7.153152154,71004112,Earth,FALSE
3399920,201.6299194,450.8582062,2004-06-15,38.32086971,67215392,Earth,TRUE
3428700,110.8038821,247.7650126,2004-06-15,17.50837895,53396148,Earth,FALSE
3557844,66.76594135,149.2931834,2004-06-15,13.11059159,74295352,Earth,FALSE
3582523,6.991252323,15.63291544,2004-06-15,22.98314975,45430788,Earth,FALSE
3754263,121.4940408,271.6689341,2004-06-15,11.13716136,69312904,Earth,FALSE
2467352,146.0679643,326.6178974,2004-06-15,19.0215659,45492064,Earth,FALSE
3767264,9.216265485,20.60819612,2004-06-15,14.20378796,59169540,Earth,FALSE
2138971,555.3349116,1241.766613,2004-06-22,12.08065774,51748716,Earth,TRUE
2230111,402.3045798,899.5803882,2004-06-22,17.119779,64770804,Earth,TRUE
2350713,192.5550782,430.5662442,2004-06-22,4.833018667,51272756,Earth,FALSE
3430304,27.83267681,62.23575734,2004-06-22,6.64598698,58452332,Earth,FALSE
3604236,167.7084622,375.0075218,2004-06-22,13.70704482,22035980,Earth,FALSE
3623580,139.4938229,311.9176705,2004-06-22,23.21107453,45151316,Earth,TRUE
3752903,92.16265485,206.0819612,2004-06-22,10.39388211,44370992,Earth,FALSE
2315508,242.4124811,542.0507863,2004-07-08,14.81873127,71952912,Earth,FALSE
3184473,27.83267681,62.23575734,2004-07-08,5.438589124,3983898.5,Earth,FALSE
3574593,66.76594135,149.2931834,2004-07-08,7.771432812,54979564,Earth,FALSE
3772844,10.92835959,24.43655492,2004-07-08,13.27928225,57809276,Earth,FALSE
3418110,58.15070396,130.028927,2004-07-08,16.31150986,32632056,Earth,FALSE
2267136,441.1182,986.3702813,2004-07-15,8.688306173,52935096,Earth,FALSE
2409266,152.9519353,342.0109247,2004-07-15,5.804123234,16624264,Earth,FALSE
3249141,139.4938229,311.9176705,2004-07-15,9.016770829,7370904.5,Earth,TRUE
3746629,7.320739894,16.36967205,2004-07-15,8.935935124,11816943,Earth,FALSE
2138925,1756.123185,3926.810818,2004-07-22,35.30834301,55524292,Earth,FALSE
2152671,253.8370294,567.5968529,2004-07-22,8.589979009,34427656,Earth,TRUE
2174881,667.6594135,1492.931834,2004-07-22,41.86228367,68555128,Earth,FALSE
3337592,160.160338,358.129403,2004-07-22,10.08654964,47191648,Earth,FALSE
3756040,73.20739893,163.6967205,2004-07-22,24.02743549,71112744,Earth,FALSE
2164215,265.8,594.3468684,2004-08-08,1.915093194,43882940,Earth,FALSE
3465236,33.46223745,74.82383761,2004-08-08,14.88637796,69433768,Earth,FALSE
3699506,167.7084622,375.0075218,2004-08-08,9.785342858,71798808,Earth,TRUE
3249348,12.14940408,27.16689341,2004-08-15,10.32985027,800221.75,Earth,FALSE
3261768,305.1792326,682.4015094,2004-08-15,14.99073965,45528636,Earth,FALSE
3662292,60.89126221,136.1570015,2004-08-15,15.63692052,42005740,Earth,FALSE
3724056,27.83267681,62.23575734,2004-08-15,14.84603641,50784080,Earth,FALSE
3249980,35.03926411,78.35017643,2004-08-15,13.26223304,6714871.5,Earth,FALSE
3250194,23.15021222,51.76544822,2004-08-22,6.13724649,6078405,Earth,FALSE
2141526,278.3267681,622.3575734,2004-08-22,21.31912038,55659912,Earth,FALSE
3092310,76.65755735,171.4115092,2004-08-22,4.983450105,45614384,Earth,FALSE
3143084,36.69061375,82.04270649,2004-08-22,6.445514952,31079900,Earth,FALSE
3729233,12.14940408,27.16689341,2004-08-22,10.53899549,9087630,Earth,FALSE
3758847,12.14940408,27.16689341,2004-08-22,11.41544891,32646244,Earth,FALSE
3252345,36.69061375,82.04270649,2004-09-08,8.654126746,4314537,Earth,FALSE
2038086,880.1465209,1968.067451,2004-09-08,23.62203536,58571956,Earth,FALSE
3514959,152.9519353,342.0109247,2004-09-08,22.53886394,64724680,Earth,FALSE
3253151,105.8168859,236.6137501,2004-09-08,7.655638853,7343731.5,Earth,TRUE
2011066,2424.124811,5420.507863,2004-09-15,22.07404726,20450436,Earth,FALSE
3249864,183.8886721,411.187571,2004-09-15,19.032922,18936632,Earth,FALSE
3648469,30.51792326,68.24015094,2004-09-15,11.25573063,23426556,Earth,FALSE
3661506,19.25550782,43.05662442,2004-09-15,17.16898898,29161774,Earth,FALSE
3744560,5.303407233,11.85877909,2004-09-15,12.88474376,55931072,Earth,FALSE
3092248,84.05334021,187.9489824,2004-09-22,13.08350262,48444900,Earth,FALSE
3709079,231.5021222,517.6544822,2004-09-22,15.03507942,53765336,Earth,FALSE
3645193,29.14439045,65.16883822,2004-09-22,24.16087562,74619512,Earth,FALSE
2065909,384.1978911,859.0926012,2004-10-08,21.42386656,73098672,Earth,TRUE
2163001,608.9126221,1361.570015,2004-10-08,12.76674276,41798020,Earth,FALSE
3134264,183.8886721,411.187571,2004-10-08,20.08394388,57628056,Earth,FALSE
3611400,26.58,59.43468684,2004-10-08,20.8003288,54862308,Earth,FALSE
3739705,3.051792326,6.824015094,2004-10-08,15.04177222,40242332,Earth,FALSE
2190119,1010.543415,2259.643771,2004-10-15,39.62917272,52540968,Earth,FALSE
2235756,483.6764882,1081.533507,2004-10-15,25.96276682,43079508,Earth,TRUE
2288914,421.2646106,941.9763057,2004-10-15,7.654204075,61288296,Earth,FALSE
2427684,242.4124811,542.0507863,2004-10-15,20.49759595,71684464,Earth,FALSE
3137736,21.11324448,47.21064988,2004-10-15,18.70810735,53808832,Earth,FALSE
3775095,13.16300289,29.43336925,2004-10-15,10.68771431,11700396,Earth,FALSE
3427794,555.3349116,1241.766613,2004-10-15,32.16000884,71157760,Earth,TRUE
3639436,278.3267681,622.3575734,2004-10-15,14.43700911,44322460,Earth,FALSE
3648643,33.46223745,74.82383761,2004-10-15,6.888930417,29196742,Earth,FALSE
2162015,384.1978911,859.0926012,2004-10-22,18.81977432,67763752,Earth,FALSE
2189552,1160.259082,2594.418179,2004-10-22,15.81127811,57376436,Earth,FALSE
2333480,242.4124811,542.0507863,2004-10-22,10.30804748,50132976,Earth,FALSE
3256739,253.8370294,567.5968529,2004-10-22,4.911400699,50237672,Earth,FALSE
3258075,183.8886721,411.187571,2004-10-22,15.59711318,19229310,Earth,FALSE
3581556,73.20739893,163.6967205,2004-10-22,22.17731555,51233512,Earth,FALSE
2005381,1272.198785,2844.722965,2004-11-08,31.07781811,46336148,Earth,FALSE
2068347,278.3267681,622.3575734,2004-11-08,12.95553707,33575408,Earth,TRUE
3257201,63.76097899,142.5738833,2004-11-08,7.557476143,2068932.875,Earth,FALSE
3261401,31.95618867,71.45621017,2004-11-08,10.28828738,2962860.5,Earth,FALSE
3297353,36.69061375,82.04270649,2004-11-08,17.30662193,59875016,Earth,FALSE
3447916,69.91252322,156.3291544,2004-11-08,13.06283665,45838952,Earth,FALSE
3261680,116.0259082,259.4418179,2004-11-15,19.69985728,24155218,Earth,FALSE
